snies_Consolidado_2015_a_2018_p1;IES PADRE;Institución de Educación Superior (IES);"Principal
 o
Seccional";Id_Sector;Sector IES;Id_Caracter;Caracter IES;"Código del 
departamento
(IES)";"Departamento de 
domicilio de la IES";"Código del 
Municipio
(IES)";"Municipio de
domicilio de la IES";"Código 
SNIES del
programa";Programa Académico;Id_Nivel;Nivel Académico;Id_Nivel_Formacion;Nivel de Formación;Id_Metodologia;Metodología;Id_Area;Área de Conocimiento;Id_Nucleo;Núcleo Básico del Conocimiento (NBC);"Código del 
Departamento
(Programa)";Departamento de oferta del programa;"Código del 
Municipio
(Programa)";Municipio de oferta del programa;Id Género;Género;Año;Semestre;Matriculados
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;47;MAGDALENA;47245;EL BANCO;1;Hombre;2016;1;2
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;47;MAGDALENA;47245;EL BANCO;1;Hombre;2016;2;10
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;47;MAGDALENA;47288;FUNDACION;1;Hombre;2016;2;7
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;47;MAGDALENA;47555;PLATO;1;Hombre;2016;1;29
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;47;MAGDALENA;47555;PLATO;1;Hombre;2015;2;27
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;50;META;50001;VILLAVICENCIO;1;Hombre;2015;1;17
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;50;META;50001;VILLAVICENCIO;1;Hombre;2015;2;14
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;50;META;50150;CASTILLA LA NUEVA;1;Hombre;2015;1;1
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;50;META;50150;CASTILLA LA NUEVA;1;Hombre;2015;2;1
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;50;META;50313;GRANADA;1;Hombre;2015;1;9
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;50;META;50313;GRANADA;1;Hombre;2015;2;10
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;52;NARINO;52001;PASTO;1;Hombre;2015;1;18
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;52;NARINO;52001;PASTO;1;Hombre;2020;2;19
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;52;NARINO;52110;BUESACO;1;Hombre;2020;2;6
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;52;NARINO;52356;IPIALES;1;Hombre;2020;1;40
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;52;NARINO;52356;IPIALES;1;Hombre;2020;2;73
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;52;NARINO;52399;LA UNION;1;Hombre;2020;1;7
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;52;NARINO;52838;TUQUERRES;1;Hombre;2020;2;4
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;54;NORTE DE SANTANDER;54001;CUCUTA;1;Hombre;2020;1;4
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;54;NORTE DE SANTANDER;54001;CUCUTA;1;Hombre;2020;2;14
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;63;QUINDIO;63001;ARMENIA;1;Hombre;2020;1;38
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;63;QUINDIO;63130;CALARCA;1;Hombre;2020;1;3
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;63;QUINDIO;63130;CALARCA;1;Hombre;2020;2;5
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;66;RISARALDA;66001;PEREIRA;1;Hombre;2020;1;8
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;66;RISARALDA;66001;PEREIRA;1;Hombre;2020;2;32
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;68;SANTANDER;68320;GUADALUPE;1;Hombre;2020;2;1
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;70;SUCRE;70001;SINCELEJO;1;Hombre;2020;1;150
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;70;SUCRE;70001;SINCELEJO;1;Hombre;2020;2;153
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;70;SUCRE;70400;LA UNION;1;Hombre;2020;2;7
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;73;TOLIMA;73001;IBAGUE;1;Hombre;2020;2;2
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;73;TOLIMA;73168;CHAPARRAL;1;Hombre;2020;1;8
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;73;TOLIMA;73168;CHAPARRAL;1;Hombre;2020;2;11
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;73;TOLIMA;73268;ESPINAL;1;Hombre;2020;1;6
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;73;TOLIMA;73268;ESPINAL;1;Hombre;2020;2;8
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;73;TOLIMA;73411;LIBANO;1;Hombre;2020;1;2
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;73;TOLIMA;73411;LIBANO;1;Hombre;2020;2;6
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;73;TOLIMA;73443;SAN SEBASTIAN DE MARIQUITA;1;Hombre;2020;1;18
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;73;TOLIMA;73443;SAN SEBASTIAN DE MARIQUITA;1;Hombre;2020;2;20
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;76;VALLE DEL CAUCA;76109;BUENAVENTURA;1;Hombre;2020;1;99
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;76;VALLE DEL CAUCA;76109;BUENAVENTURA;1;Hombre;2020;2;110
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;85;CASANARE;85001;YOPAL;1;Hombre;2020;1;12
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;85;CASANARE;85001;YOPAL;1;Hombre;2020;2;20
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;86;PUTUMAYO;86568;PUERTO ASIS;1;Hombre;2020;1;12
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;86;PUTUMAYO;86568;PUERTO ASIS;1;Hombre;2020;2;15
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;86;PUTUMAYO;86571;PUERTO GUZMAN;1;Hombre;2020;1;9
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;86;PUTUMAYO;86571;PUERTO GUZMAN;1;Hombre;2020;2;3
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;2380;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;86;PUTUMAYO;86749;SIBUNDOY;1;Hombre;2020;2;4
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5045;APARTADO;1;Hombre;2020;1;6
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5045;APARTADO;1;Hombre;2020;2;5
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5172;CHIGORODO;1;Hombre;2020;1;3
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5172;CHIGORODO;1;Hombre;2020;2;2
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5250;EL BAGRE;1;Hombre;2020;2;1
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5360;ITAGUI;1;Hombre;2020;1;7
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5360;ITAGUI;1;Hombre;2020;2;4
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5490;NECOCLI;1;Hombre;2020;1;4
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5490;NECOCLI;1;Hombre;2020;2;3
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5837;TURBO;1;Hombre;2020;1;2
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;5;ANTIOQUIA;5837;TURBO;1;Hombre;2020;2;3
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;8;ATLANTICO;8001;BARRANQUILLA;1;Hombre;2020;1;2
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;8;ATLANTICO;8001;BARRANQUILLA;1;Hombre;2020;2;4
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;Hombre;2020;1;131
4813;4813;CORPORACION UNIFICADA NACIONAL DE EDUCACION SUPERIOR-CUN-;PRINCIPAL;2;PRIVADA;1;Institución Técnica Profesional;11;BOGOTA D.C.;11001;BOGOTA D.C.;8646;TECNICA PROFESIONAL EN PROCESOS ADMINISTRATIVOS MUNICIPALES;1;PREGRADO;4;Técnico;2;Distancia Tradicional;6;Derecho;69;Administración;11;BOGOTA D.C.;11001;BOGOTA D.C.;1;Hombre;2020;2;104
